序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
67894,="16:34:56.748",0x11D2B4B,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| FB 02 00 00 37 02 99 FF 
67895,="16:34:56.748",0x11D2B54,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67896,="16:34:56.748",0x11D2B56,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 39 01 00 00 
67897,="16:34:56.748",0x11D2B57,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67898,="16:34:56.748",0x11D2B58,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 5B F8 FF FF 37 02 35 01 
67899,="16:34:56.748",0x11D2B59,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| EE B0 FF FF 37 02 F6 01 
67900,="16:34:56.748",0x11D2B5A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| E4 21 00 00 37 02 4E FF 
67901,="16:34:56.748",0x11D2B5C,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 09 03 00 00 37 02 93 FF 
67902,="16:34:56.748",0x11D2B5D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67903,="16:34:56.748",0x11D2B5E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 8F FF 00 00 
67904,="16:34:56.748",0x11D2B5F,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67905,="16:34:56.748",0x11D2B61,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67906,="16:34:56.748",0x11D2B61,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67907,="16:34:56.748",0x11D2B62,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67908,="16:34:56.748",0x11D2B66,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 16 03 00 00 37 02 9D FF 
67909,="16:34:56.748",0x11D2B67,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 42 F8 FF FF 37 02 38 01 
67910,="16:34:56.748",0x11D2B68,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 8F A9 FF FF 37 02 FA 01 
67911,="16:34:56.748",0x11D2B69,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 42 1C 00 00 37 02 5F FF 
67912,="16:34:56.748",0x11D2B6B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67913,="16:34:56.748",0x11D2B72,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67914,="16:34:56.748",0x11D2B74,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 45 01 00 00 
67915,="16:34:56.748",0x11D2B75,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67916,="16:34:56.748",0x11D2B76,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67917,="16:34:56.748",0x11D2B77,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 1F 03 00 00 37 02 92 FF 
67918,="16:34:56.748",0x11D2B79,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 1D F8 FF FF 37 02 33 01 
67919,="16:34:56.748",0x11D2B7A,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 6B A9 FF FF 37 02 F3 01 
67920,="16:34:56.748",0x11D2B7B,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 89 15 00 00 37 02 4E FF 
67921,="16:34:56.748",0x11D2B7C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67922,="16:34:56.748",0x11D2B7D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 8B FF 00 00 
67923,="16:34:56.748",0x11D2B7F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67924,="16:34:56.748",0x11D2B7F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67925,="16:34:56.748",0x11D2B81,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67926,="16:34:56.748",0x11D2B83,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 29 03 00 00 37 02 8E FF 
67927,="16:34:56.748",0x11D2B84,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 03 F8 FF FF 37 02 44 01 
67928,="16:34:56.748",0x11D2B86,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| ED A9 FF FF 37 02 0E 02 
67929,="16:34:56.748",0x11D2B87,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 3A 1E 00 00 37 02 46 FF 
67930,="16:34:56.748",0x11D2B88,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67931,="16:34:56.748",0x11D2B90,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67932,="16:34:56.748",0x11D2B92,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 4E 01 00 00 
67933,="16:34:56.748",0x11D2B93,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67934,="16:34:56.748",0x11D2B94,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 89 FF 00 00 
67935,="16:34:56.748",0x11D2B95,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| DE F7 FF FF 37 02 46 01 
67936,="16:34:56.748",0x11D2B96,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 9B A9 FF FF 37 02 11 02 
67937,="16:34:56.748",0x11D2B98,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 71 1C 00 00 37 02 47 FF 
67938,="16:34:56.748",0x11D2B99,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 35 03 00 00 37 02 8E FF 
67939,="16:34:56.748",0x11D2B9A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67940,="16:34:56.748",0x11D2B9B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67941,="16:34:56.748",0x11D2B9D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67942,="16:34:56.748",0x11D2B9E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67943,="16:34:56.748",0x11D2B9E,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67944,="16:34:56.748",0x11D2BA1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67945,="16:34:56.748",0x11D2BA2,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| C2 F7 FF FF 37 02 4F 01 
67946,="16:34:56.748",0x11D2BA3,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 90 A0 FF FF 37 02 1F 02 
67947,="16:34:56.748",0x11D2BA4,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 3E 03 00 00 37 02 80 FF 
67948,="16:34:56.748",0x11D2BA6,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 2A 14 00 00 37 02 30 FF 
67949,="16:34:56.748",0x11D2BAE,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67950,="16:34:56.748",0x11D2BB0,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 5A 01 00 00 
67951,="16:34:56.748",0x11D2BB1,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67952,="16:34:56.748",0x11D2BB2,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 87 FF 00 00 
67953,="16:34:56.748",0x11D2BB3,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 9B F7 FF FF 37 02 4C 01 
67954,="16:34:56.748",0x11D2BB4,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 45 03 00 00 37 02 88 FF 
67955,="16:34:56.748",0x11D2BB6,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| FE A6 FF FF 37 02 1A 02 
67956,="16:34:56.748",0x11D2BB7,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 8F 18 00 00 37 02 3D FF 
67957,="16:34:56.748",0x11D2BB8,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67958,="16:34:56.748",0x11D2BB9,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67959,="16:34:56.748",0x11D2BBA,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67960,="16:34:56.748",0x11D2BBC,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67961,="16:34:56.748",0x11D2BBC,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67962,="16:34:56.748",0x11D2BC1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67963,="16:34:56.748",0x11D2BC2,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 78 F7 FF FF 37 02 66 01 
67964,="16:34:56.748",0x11D2BC3,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 4F A3 FF FF 37 02 45 02 
67965,="16:34:56.748",0x11D2BC4,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 85 15 00 00 37 02 49 FF 
67966,="16:34:56.748",0x11D2BC6,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 50 03 00 00 37 02 8F FF 
67967,="16:34:56.748",0x11D2BCC,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67968,="16:34:56.748",0x11D2BCE,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 65 01 00 00 
67969,="16:34:56.748",0x11D2BCF,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67970,="16:34:56.748",0x11D2BD0,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 52 F7 FF FF 37 02 54 01 
67971,="16:34:56.748",0x11D2BD1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 68 A2 FF FF 37 02 28 02 
67972,="16:34:56.748",0x11D2BD2,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| E3 0F 00 00 37 02 50 FF 
67973,="16:34:56.748",0x11D2BD4,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 55 03 00 00 37 02 94 FF 
67974,="16:34:56.748",0x11D2BD5,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67975,="16:34:56.748",0x11D2BD6,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 84 FF 00 00 
67976,="16:34:56.748",0x11D2BD7,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67977,="16:34:56.748",0x11D2BD8,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67978,="16:34:56.748",0x11D2BD9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67979,="16:34:56.748",0x11D2BDA,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67980,="16:34:56.748",0x11D2BDB,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 5C 03 00 00 37 02 89 FF 
67981,="16:34:56.748",0x11D2BDD,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 34 0F 00 00 37 02 3E FF 
67982,="16:34:56.748",0x11D2BDE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67983,="16:34:56.748",0x11D2BDF,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 2C F7 FF FF 37 02 67 01 
67984,="16:34:56.748",0x11D2BE0,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 75 97 FF FF 37 02 47 02 
67985,="16:34:56.777",0x11D2BEA,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67986,="16:34:56.777",0x11D2BEC,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 73 01 00 00 
67987,="16:34:56.777",0x11D2BED,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67988,="16:34:56.777",0x11D2BEE,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 06 F7 FF FF 37 02 69 01 
67989,="16:34:56.777",0x11D2BEF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 9A 92 FF FF 37 02 49 02 
67990,="16:34:56.777",0x11D2BF0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 0F 09 00 00 37 02 39 FF 
67991,="16:34:56.777",0x11D2BF1,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 5F 03 00 00 37 02 85 FF 
67992,="16:34:56.777",0x11D2BF3,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67993,="16:34:56.777",0x11D2BF4,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 83 FF 00 00 
67994,="16:34:56.777",0x11D2BF5,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
67995,="16:34:56.777",0x11D2BF6,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
67996,="16:34:56.777",0x11D2BF7,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
67997,="16:34:56.777",0x11D2BF8,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
67998,="16:34:56.777",0x11D2BFB,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 65 03 00 00 37 02 86 FF 
67999,="16:34:56.777",0x11D2BFD,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| DE F6 FF FF 37 02 71 01 
68000,="16:34:56.777",0x11D2BFE,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 42 91 FF FF 37 02 57 02 
68001,="16:34:56.777",0x11D2BFF,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| C7 0E 00 00 37 02 3A FF 
68002,="16:34:56.777",0x11D2C00,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68003,="16:34:56.777",0x11D2C08,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68004,="16:34:56.777",0x11D2C0A,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 80 01 00 00 
68005,="16:34:56.777",0x11D2C0B,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68006,="16:34:56.777",0x11D2C0C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 82 FF 00 00 
68007,="16:34:56.777",0x11D2C0D,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 6B 03 00 00 37 02 86 FF 
68008,="16:34:56.777",0x11D2C0E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| AC F6 FF FF 37 02 71 01 
68009,="16:34:56.777",0x11D2C0F,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 5E 8F FF FF 37 02 57 02 
68010,="16:34:56.777",0x11D2C11,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 55 12 00 00 37 02 3A FF 
68011,="16:34:56.777",0x11D2C12,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68012,="16:34:56.777",0x11D2C13,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68013,="16:34:56.777",0x11D2C14,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68014,="16:34:56.777",0x11D2C16,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68015,="16:34:56.777",0x11D2C16,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68016,="16:34:56.777",0x11D2C19,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68017,="16:34:56.777",0x11D2C1A,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 86 F6 FF FF 37 02 7B 01 
68018,="16:34:56.777",0x11D2C1B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| AF 8F FF FF 37 02 67 02 
68019,="16:34:56.777",0x11D2C1C,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 6F 03 00 00 37 02 83 FF 
68020,="16:34:56.777",0x11D2C1D,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| A3 0A 00 00 37 02 35 FF 
68021,="16:34:56.777",0x11D2C26,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68022,="16:34:56.777",0x11D2C27,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 8E 01 00 00 
68023,="16:34:56.777",0x11D2C29,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68024,="16:34:56.777",0x11D2C2A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 81 FF 00 00 
68025,="16:34:56.777",0x11D2C2B,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 55 F6 FF FF 37 02 7D 01 
68026,="16:34:56.777",0x11D2C2C,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 71 03 00 00 37 02 80 FF 
68027,="16:34:56.777",0x11D2C2D,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| BF 8A FF FF 37 02 6B 02 
68028,="16:34:56.777",0x11D2C2F,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 28 07 00 00 37 02 31 FF 
68029,="16:34:56.777",0x11D2C30,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68030,="16:34:56.777",0x11D2C31,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68031,="16:34:56.777",0x11D2C32,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68032,="16:34:56.777",0x11D2C34,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68033,="16:34:56.777",0x11D2C34,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68034,="16:34:56.777",0x11D2C39,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68035,="16:34:56.777",0x11D2C3A,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 29 F6 FF FF 37 02 91 01 
68036,="16:34:56.777",0x11D2C3B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| E9 80 FF FF 37 02 8C 02 
68037,="16:34:56.777",0x11D2C3C,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 10 0C 00 00 37 02 35 FF 
68038,="16:34:56.777",0x11D2C3D,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 75 03 00 00 37 02 83 FF 
68039,="16:34:56.777",0x11D2C44,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68040,="16:34:56.777",0x11D2C45,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 9F 01 00 00 
68041,="16:34:56.777",0x11D2C47,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68042,="16:34:56.777",0x11D2C48,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| F8 F5 FF FF 37 02 8A 01 
68043,="16:34:56.777",0x11D2C49,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 0D 81 FF FF 37 02 80 02 
68044,="16:34:56.777",0x11D2C4A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| E1 02 00 00 37 02 32 FF 
68045,="16:34:56.777",0x11D2C4B,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 77 03 00 00 37 02 81 FF 
68046,="16:34:56.777",0x11D2C4D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68047,="16:34:56.777",0x11D2C4E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 80 FF 00 00 
68048,="16:34:56.777",0x11D2C4F,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68049,="16:34:56.777",0x11D2C50,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68050,="16:34:56.777",0x11D2C52,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68051,="16:34:56.777",0x11D2C52,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68052,="16:34:56.777",0x11D2C56,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68053,="16:34:56.777",0x11D2C57,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| C6 F5 FF FF 37 02 9C 01 
68054,="16:34:56.777",0x11D2C58,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| CE 7E FF FF 37 02 9C 02 
68055,="16:34:56.777",0x11D2C5A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 86 0A 00 00 37 02 33 FF 
68056,="16:34:56.777",0x11D2C5B,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 7B 03 00 00 37 02 82 FF 
68057,="16:34:56.777",0x11D2C62,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68058,="16:34:56.777",0x11D2C63,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 AF 01 00 00 
68059,="16:34:56.777",0x11D2C65,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68060,="16:34:56.777",0x11D2C66,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 91 F5 FF FF 37 02 92 01 
68061,="16:34:56.777",0x11D2C67,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| B1 74 FF FF 37 02 8C 02 
68062,="16:34:56.777",0x11D2C68,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 79 01 00 00 37 02 2F FF 
68063,="16:34:56.777",0x11D2C69,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 7D 03 00 00 37 02 7F FF 
68064,="16:34:56.777",0x11D2C6B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68065,="16:34:56.777",0x11D2C6C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 80 FF 00 00 
68066,="16:34:56.777",0x11D2C6D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68067,="16:34:56.777",0x11D2C6E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
68068,="16:34:56.777",0x11D2C6F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68069,="16:34:56.777",0x11D2C70,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
68070,="16:34:56.777",0x11D2C74,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 81 03 00 00 37 02 80 FF 
68071,="16:34:56.777",0x11D2C75,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 5A F5 FF FF 37 02 AA 01 
68072,="16:34:56.777",0x11D2C76,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| F4 6F FF FF 37 02 B4 02 
68073,="16:34:56.777",0x11D2C77,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 91 0B 00 00 37 02 2F FF 
68074,="16:34:56.777",0x11D2C79,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
68075,="16:34:56.777",0x11D2C80,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
68076,="16:34:56.777",0x11D2C81,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 C2 01 00 00 
